wavelength (nm),absorption (m^-1),scattering (m^-1)
1251,111.078,5.52E-05
1252,110.792,5.50E-05
1253,110.47,5.48E-05
1254,110.226,5.46E-05
1255,110.037,5.44E-05
1256,110.205,5.42E-05
1257,110.073,5.40E-05
1258,109.886,5.38E-05
1259,109.494,5.37E-05
1260,109.274,5.35E-05
1261,109.055,5.33E-05
1262,108.717,5.31E-05
1263,108.472,5.29E-05
1264,108.274,5.27E-05
1265,108.109,5.26E-05
1266,108.038,5.24E-05
1267,108.014,5.22E-05
1268,108.038,5.20E-05
1269,107.917,5.19E-05
1270,108.076,5.17E-05
1271,108.336,5.15E-05
1272,108.967,5.13E-05
1273,109.342,5.12E-05
1274,109.717,5.10E-05
1275,110.019,5.08E-05
1276,110.469,5.06E-05
1277,110.94,5.05E-05
1278,111.197,5.03E-05
1279,111.664,5.01E-05
1280,112.223,5.00E-05
1281,112.875,4.98E-05
1282,113.959,4.96E-05
1283,114.673,4.95E-05
1284,115.381,4.93E-05
1285,116.046,4.91E-05
1286,116.803,4.90E-05
1287,117.568,4.88E-05
1288,118.055,4.86E-05
1289,118.798,4.85E-05
1290,119.633,4.83E-05
1291,120.56,4.81E-05
1292,121.558,4.80E-05
1293,122.676,4.78E-05
1294,123.891,4.77E-05
1295,125.429,4.75E-05
1296,126.774,4.73E-05
1297,128.134,4.72E-05
1298,129.231,4.70E-05
1299,130.694,4.69E-05
1300,132.247,4.67E-05
1301,133.889,4.66E-05
1302,135.298,4.64E-05
1303,137.141,4.63E-05
1304,139.158,4.61E-05
1305,141.801,4.59E-05
1306,144.085,4.58E-05
1307,146.383,4.56E-05
1308,148.418,4.55E-05
1309,150.816,4.53E-05
1310,153.301,4.52E-05
1311,155.873,4.50E-05
1312,158.484,4.49E-05
1313,161.153,4.48E-05
1314,163.921,4.46E-05
1315,166.659,4.45E-05
1316,169.719,4.43E-05
1317,172.91,4.42E-05
1318,176.232,4.40E-05
1319,179.918,4.39E-05
1320,183.301,4.37E-05
1321,186.747,4.36E-05
1322,189.837,4.35E-05
1323,193.598,4.33E-05
1324,197.533,4.32E-05
1325,201.642,4.30E-05
1326,206.304,4.29E-05
1327,210.378,4.27E-05
1328,214.514,4.26E-05
1329,218.443,4.25E-05
1330,223.029,4.23E-05
1331,227.741,4.22E-05
1332,232.582,4.21E-05
1333,237.87,4.19E-05
1334,242.476,4.18E-05
1335,247.11,4.17E-05
1336,252.29,4.15E-05
1337,257.31,4.14E-05
1338,262.188,4.12E-05
1339,266.923,4.11E-05
1340,269.2,4.10E-05
1341,273.844,4.09E-05
1342,278.849,4.07E-05
1343,284.216,4.06E-05
1344,291.797,4.05E-05
1345,296.987,4.03E-05
1346,302.003,4.02E-05
1347,307.316,4.01E-05
1348,312.436,3.99E-05
1349,317.217,3.98E-05
1350,321.658,3.97E-05
1351,323.165,3.96E-05
1352,327.047,3.94E-05
1353,331.155,3.93E-05
1354,335.488,3.92E-05
1355,340.608,3.91E-05
1356,345.066,3.89E-05
1357,349.584,3.88E-05
1358,353.994,3.87E-05
1359,358.838,3.86E-05
1360,363.77,3.84E-05
1361,368.79,3.83E-05
1362,371.67,3.82E-05
1363,377.1,3.81E-05
1364,383.104,3.80E-05
1365,389.681,3.78E-05
1366,396.4,3.77E-05
1367,404.063,3.76E-05
1368,412.402,3.75E-05
1369,421.499,3.74E-05
1370,431.325,3.72E-05
1371,441.796,3.71E-05
1372,452.911,3.70E-05
1373,462.001,3.69E-05
1374,474.787,3.68E-05
1375,488.779,3.67E-05
1376,503.978,3.65E-05
1377,516.072,3.64E-05
1378,534.154,3.63E-05
1379,554.34,3.62E-05
1380,576.63,3.61E-05
1381,591.654,3.60E-05
1382,619.726,3.59E-05
1383,651.921,3.58E-05
1384,688.241,3.56E-05
1385,730.05,3.55E-05
1386,772.595,3.54E-05
1387,818.765,3.53E-05
1388,870.473,3.52E-05
1389,925.381,3.51E-05
1390,983.269,3.50E-05
1391,1044.14,3.49E-05
1392,1110.88,3.48E-05
1393,1175.94,3.47E-05
1394,1243.44,3.46E-05
1395,1313.37,3.44E-05
1396,1400.64,3.43E-05
1397,1474.25,3.42E-05
1398,1547.19,3.41E-05
1399,1619.47,3.40E-05
1400,1693.75,3.39E-05
1401,1765.09,3.38E-05
1402,1835.22,3.37E-05
1403,1904.12,3.36E-05
1404,1971.75,3.35E-05
1405,2037.77,3.34E-05
1406,2102.58,3.33E-05
1407,2166.19,3.32E-05
1408,2236.54,3.31E-05
1409,2296.68,3.30E-05
1410,2353.96,3.29E-05
1411,2408.38,3.28E-05
1412,2461.16,3.27E-05
1413,2510.5,3.26E-05
1414,2556.72,3.25E-05
1415,2599.82,3.24E-05
1416,2629.08,3.23E-05
1417,2667.28,3.22E-05
1418,2704.6,3.21E-05
1419,2741.03,3.20E-05
1420,2775.2,3.19E-05
1421,2809.02,3.18E-05
1422,2842.23,3.17E-05
1423,2874.85,3.16E-05
1424,2913.44,3.15E-05
1425,2944.51,3.14E-05
1426,2973.61,3.13E-05
1427,3000.75,3.12E-05
1428,3021.59,3.11E-05
1429,3045.73,3.10E-05
1430,3068.76,3.10E-05
1431,3090.69,3.09E-05
1432,3113.17,3.08E-05
1433,3131.84,3.07E-05
1434,3149.12,3.06E-05
1435,3165.03,3.05E-05
1436,3179.55,3.04E-05
1437,3193.89,3.03E-05
1438,3206.43,3.02E-05
1439,3217.42,3.01E-05
1440,3221.47,3.00E-05
1441,3228.04,2.99E-05
1442,3234.31,2.99E-05
1443,3240.28,2.98E-05
1444,3245.96,2.97E-05
1445,3252.61,2.96E-05
1446,3257.57,2.95E-05
1447,3262.01,2.94E-05
1448,3265.94,2.93E-05
1449,3270.8,2.92E-05
1450,3273.45,2.91E-05
1451,3275.29,2.91E-05
1452,3276.32,2.90E-05
1453,3276.92,2.89E-05
1454,3276.44,2.88E-05
1455,3275.06,2.87E-05
1456,3272.79,2.86E-05
1457,3277.12,2.85E-05
1458,3272.4,2.85E-05
1459,3265.54,2.84E-05
1460,3256.54,2.83E-05
1461,3245.4,2.82E-05
1462,3232.9,2.81E-05
1463,3218.69,2.80E-05
1464,3202.27,2.80E-05
1465,3183.65,2.79E-05
1466,3153.16,2.78E-05
1467,3130.65,2.77E-05
1468,3107.89,2.76E-05
1469,3084.9,2.76E-05
1470,3064.06,2.75E-05
1471,3039.99,2.74E-05
1472,3015.21,2.73E-05
1473,2989.72,2.72E-05
1474,2959.76,2.72E-05
1475,2933.53,2.71E-05
1476,2907.15,2.70E-05
1477,2880.63,2.69E-05
1478,2853.95,2.68E-05
1479,2825.63,2.68E-05
1480,2797.87,2.67E-05
1481,2770.17,2.66E-05
1482,2742.53,2.65E-05
1483,2714.94,2.64E-05
1484,2698.58,2.64E-05
1485,2668.99,2.63E-05
1486,2637.59,2.62E-05
1487,2604.37,2.61E-05
1488,2555.77,2.61E-05
1489,2522.13,2.60E-05
1490,2489.43,2.59E-05
1491,2457.66,2.58E-05
1492,2427.45,2.58E-05
1493,2394.61,2.57E-05
1494,2362.75,2.56E-05
1495,2331.87,2.55E-05
1496,2301.97,2.55E-05
1497,2278.93,2.54E-05
1498,2252.32,2.53E-05
1499,2225.75,2.52E-05
1500,2199.21,2.52E-05
1501,2171.46,2.51E-05
1502,2143.2,2.50E-05
1503,2115.2,2.50E-05
1504,2087.48,2.49E-05
1505,2060.02,2.48E-05
1506,2034.42,2.47E-05
1507,2008.84,2.47E-05
1508,1983.3,2.46E-05
1509,1957.79,2.45E-05
1510,1929.66,2.45E-05
1511,1902.93,2.44E-05
1512,1876.69,2.43E-05
1513,1850.96,2.43E-05
1514,1825.72,2.42E-05
1515,1801.67,2.41E-05
1516,1778.35,2.40E-05
1517,1755.42,2.40E-05
1518,1732.88,2.39E-05
1519,1705.91,2.38E-05
1520,1683.56,2.38E-05
1521,1662.43,2.37E-05
1522,1642.52,2.36E-05
1523,1623.84,2.36E-05
1524,1614.71,2.35E-05
1525,1597.47,2.34E-05
1526,1580.3,2.34E-05
1527,1563.21,2.33E-05
1528,1546.18,2.32E-05
1529,1530.93,2.32E-05
1530,1514.71,2.31E-05
1531,1498.32,2.30E-05
1532,1481.78,2.30E-05
1533,1465.44,2.29E-05
1534,1447.75,2.29E-05
1535,1429.89,2.28E-05
1536,1411.84,2.27E-05
1537,1393.61,2.27E-05
1538,1371.05,2.26E-05
1539,1353.83,2.25E-05
1540,1336.95,2.25E-05
1541,1320.42,2.24E-05
1542,1304.24,2.23E-05
1543,1284.3,2.23E-05
1544,1267.96,2.22E-05
1545,1252.49,2.22E-05
1546,1237.89,2.21E-05
1547,1224.15,2.20E-05
1548,1217.67,2.20E-05
1549,1204.98,2.19E-05
1550,1192.14,2.19E-05
1551,1179.13,2.18E-05
1552,1163.05,2.17E-05
1553,1149.87,2.17E-05
1554,1137,2.16E-05
1555,1124.43,2.15E-05
1556,1112.17,2.15E-05
1557,1100.07,2.14E-05
1558,1088.07,2.14E-05
1559,1076.4,2.13E-05
1560,1065.07,2.13E-05
1561,1054.08,2.12E-05
1562,1044.66,2.11E-05
1563,1034.5,2.11E-05
1564,1024.52,2.10E-05
1565,1014.7,2.10E-05
1566,1005.07,2.09E-05
1567,994.415,2.08E-05
1568,985.121,2.08E-05
1569,976.158,2.07E-05
1570,967.527,2.07E-05
1571,959.227,2.06E-05
1572,952.474,2.06E-05
1573,944.676,2.05E-05
1574,937.047,2.04E-05
1575,929.588,2.04E-05
1576,922.297,2.03E-05
1577,916.381,2.03E-05
1578,909.429,2.02E-05
1579,902.486,2.02E-05
1580,895.552,2.01E-05
1581,888.626,2.01E-05
1582,881.711,2.00E-05
1583,874.803,2.00E-05
1584,867.904,1.99E-05
1585,861.014,1.98E-05
1586,854.132,1.98E-05
1587,846.079,1.97E-05
1588,839.372,1.97E-05
1589,832.831,1.96E-05
1590,826.456,1.96E-05
1591,820.247,1.95E-05
1592,814.213,1.95E-05
1593,808.177,1.94E-05
1594,802.307,1.94E-05
1595,796.601,1.93E-05
1596,791.06,1.93E-05
1597,786.404,1.92E-05
1598,781.256,1.92E-05
1599,776.177,1.91E-05
1600,771.166,1.91E-05
1601,766.225,1.90E-05
1602,760.773,1.89E-05
1603,755.985,1.89E-05
1604,751.343,1.88E-05
1605,746.848,1.88E-05
1606,742.5,1.87E-05
1607,738.633,1.87E-05
1608,734.523,1.86E-05
1609,730.517,1.86E-05
1610,726.614,1.85E-05
1611,722.814,1.85E-05
1612,719.995,1.84E-05
1613,716.406,1.84E-05
1614,712.821,1.83E-05
1615,709.24,1.83E-05
1616,705.664,1.82E-05
1617,702.093,1.82E-05
1618,698.192,1.82E-05
1619,694.755,1.81E-05
1620,691.363,1.81E-05
1621,688.016,1.80E-05
1622,684.713,1.80E-05
1623,681.221,1.79E-05
1624,677.937,1.79E-05
1625,674.728,1.78E-05
1626,671.595,1.78E-05
1627,668.538,1.77E-05
1628,665.673,1.77E-05
1629,662.831,1.76E-05
1630,660.049,1.76E-05
1631,657.326,1.75E-05
1632,654.661,1.75E-05
1633,652.055,1.74E-05
1634,649.426,1.74E-05
1635,646.887,1.74E-05
1636,644.413,1.73E-05
1637,642.005,1.73E-05
1638,639.663,1.72E-05
1639,637.386,1.72E-05
1640,635.331,1.71E-05
1641,633.193,1.71E-05
1642,631.102,1.70E-05
1643,629.057,1.70E-05
1644,627.475,1.69E-05
1645,625.502,1.69E-05
1646,623.521,1.69E-05
1647,621.533,1.68E-05
1648,619.538,1.68E-05
1649,617.537,1.67E-05
1650,614.921,1.67E-05
1651,613.093,1.66E-05
1652,611.323,1.66E-05
1653,609.613,1.65E-05
1654,607.963,1.65E-05
1655,606.161,1.65E-05
1656,604.495,1.64E-05
1657,602.914,1.64E-05
1658,601.417,1.63E-05
1659,600.005,1.63E-05
1660,598.678,1.62E-05
1661,597.884,1.62E-05
1662,596.769,1.62E-05
1663,595.69,1.61E-05
1664,594.646,1.61E-05
1665,593.637,1.60E-05
1666,592.61,1.60E-05
1667,591.609,1.60E-05
1668,590.65,1.59E-05
1669,589.734,1.59E-05
1670,588.859,1.58E-05
1671,588.027,1.58E-05
1672,587.006,1.58E-05
1673,586.359,1.57E-05
1674,585.782,1.57E-05
1675,585.273,1.56E-05
1676,584.833,1.56E-05
1677,584.611,1.55E-05
1678,584.22,1.55E-05
1679,583.885,1.55E-05
1680,583.604,1.54E-05
1681,583.378,1.54E-05
1682,583.208,1.54E-05
1683,583.608,1.53E-05
1684,583.661,1.53E-05
1685,583.739,1.52E-05
1686,583.842,1.52E-05
1687,583.97,1.52E-05
1688,584.123,1.51E-05
1689,584.213,1.51E-05
1690,584.489,1.50E-05
1691,584.983,1.50E-05
1692,585.475,1.50E-05
1693,585.965,1.49E-05
1694,586.453,1.49E-05
1695,586.938,1.48E-05
1696,587.422,1.48E-05
1697,587.904,1.48E-05
1698,588.383,1.47E-05
1699,588.861,1.47E-05
1700,587.923,1.47E-05
1701,588.709,1.46E-05
1702,589.595,1.46E-05
1703,590.579,1.46E-05
1704,591.662,1.45E-05
1705,592.845,1.45E-05
1706,594.133,1.44E-05
1707,595.337,1.44E-05
1708,596.623,1.44E-05
1709,597.992,1.43E-05
1710,599.774,1.43E-05
1711,601.552,1.43E-05
1712,603.357,1.42E-05
1713,605.189,1.42E-05
1714,607.05,1.42E-05
1715,608.938,1.41E-05
1716,610.853,1.41E-05
1717,612.797,1.40E-05
1718,613.856,1.40E-05
1719,615.876,1.40E-05
1720,617.991,1.39E-05
1721,620.201,1.39E-05
1722,622.506,1.39E-05
1723,624.906,1.38E-05
1724,628.787,1.38E-05
1725,631.28,1.38E-05
1726,633.747,1.37E-05
1727,636.187,1.37E-05
1728,638.599,1.37E-05
1729,640.984,1.36E-05
1730,639.97,1.36E-05
1731,642.493,1.36E-05
1732,645.233,1.35E-05
1733,648.191,1.35E-05
1734,651.366,1.35E-05
1735,654.758,1.34E-05
1736,658.367,1.34E-05
1737,662.194,1.34E-05
1738,666.238,1.33E-05
1739,670.499,1.33E-05
1740,672.576,1.33E-05
1741,677.888,1.32E-05
1742,686.102,1.32E-05
1743,694.155,1.32E-05
1744,701.843,1.31E-05
1745,709.165,1.31E-05
1746,716.122,1.31E-05
1747,722.713,1.30E-05
1748,725.979,1.30E-05
1749,731.613,1.30E-05
1750,737.23,1.29E-05
1751,742.83,1.29E-05
1752,748.414,1.29E-05
1753,753.982,1.28E-05
1754,760.116,1.28E-05
1755,765.595,1.28E-05
1756,771.007,1.27E-05
1757,776.353,1.27E-05
1758,781.632,1.27E-05
1759,786.844,1.27E-05
1760,788.28,1.26E-05
1761,793.365,1.26E-05
1762,798.616,1.26E-05
1763,804.032,1.25E-05
1764,809.614,1.25E-05
1765,815.361,1.25E-05
1766,821.274,1.24E-05
1767,827.352,1.24E-05
1768,833.596,1.24E-05
1769,840.006,1.23E-05
1770,846.619,1.23E-05
1771,852.293,1.23E-05
1772,858.001,1.23E-05
1773,866.725,1.22E-05
1774,873.738,1.22E-05
1775,880.195,1.22E-05
1776,886.096,1.21E-05
1777,891.441,1.21E-05
1778,896.23,1.21E-05
1779,898.224,1.20E-05
1780,901.635,1.20E-05
1781,904.744,1.20E-05
1782,907.549,1.20E-05
1783,910.052,1.19E-05
1784,912.251,1.19E-05
1785,913.714,1.19E-05
1786,915.443,1.18E-05
1787,916.9,1.18E-05
1788,918.086,1.18E-05
1789,919.001,1.18E-05
1790,919.645,1.17E-05
1791,920.017,1.17E-05
1792,915.75,1.17E-05
1793,916.01,1.16E-05
1794,916.346,1.16E-05
1795,916.759,1.16E-05
1796,917.248,1.16E-05
1797,917.813,1.15E-05
1798,920.396,1.15E-05
1799,920.68,1.15E-05
1800,920.879,1.15E-05
1801,920.993,1.14E-05
1802,921.022,1.14E-05
1803,920.965,1.14E-05
1804,920.824,1.13E-05
1805,920.572,1.13E-05
1806,920.802,1.13E-05
1807,920.962,1.13E-05
1808,921.053,1.12E-05
1809,921.074,1.12E-05
1810,918.293,1.12E-05
1811,917.521,1.12E-05
1812,916.931,1.11E-05
1813,916.523,1.11E-05
1814,916.296,1.11E-05
1815,916.25,1.11E-05
1816,916.387,1.10E-05
1817,916.704,1.10E-05
1818,917.746,1.10E-05
1819,918.57,1.09E-05
1820,919.539,1.09E-05
1821,920.652,1.09E-05
1822,921.91,1.09E-05
1823,923.313,1.08E-05
1824,923.184,1.08E-05
1825,924.794,1.08E-05
1826,926.68,1.08E-05
1827,928.842,1.07E-05
1828,931.281,1.07E-05
1829,933.995,1.07E-05
1830,936.986,1.07E-05
1831,941.292,1.06E-05
1832,944.75,1.06E-05
1833,948.413,1.06E-05
1834,952.281,1.06E-05
1835,956.355,1.05E-05
1836,960.634,1.05E-05
1837,965.118,1.05E-05
1838,959.457,1.05E-05
1839,965.379,1.04E-05
1840,972.228,1.04E-05
1841,980.004,1.04E-05
1842,988.707,1.04E-05
1843,998.337,1.03E-05
1844,1008.89,1.03E-05
1845,1021.13,1.03E-05
1846,1032.37,1.03E-05
1847,1044.49,1.02E-05
1848,1057.47,1.02E-05
1849,1071.33,1.02E-05
1850,1086.05,1.02E-05
1851,1073.08,1.02E-05
1852,1090.33,1.01E-05
1853,1110.23,1.01E-05
1854,1132.77,1.01E-05
1855,1157.95,1.01E-05
1856,1185.77,1.00E-05
1857,1216.22,1.00E-05
1858,1249.32,1.00E-05
1859,1285.06,1.00E-05
1860,1289.72,9.90E-06
1861,1334.59,9.90E-06
1862,1384.46,9.90E-06
1863,1439.33,9.90E-06
1864,1499.2,9.80E-06
1865,1542.02,9.80E-06
1866,1612.74,9.80E-06
1867,1690.44,9.80E-06
1868,1775.12,9.80E-06
1869,1866.79,9.70E-06
1870,1965.44,9.70E-06
1871,2071.08,9.70E-06
1872,2233.75,9.70E-06
1873,2347.42,9.60E-06
1874,2465.03,9.60E-06
1875,2586.58,9.60E-06
1876,2712.06,9.60E-06
1877,2841.48,9.60E-06
1878,2974.83,9.50E-06
1879,2791.64,9.50E-06
1880,2936.04,9.50E-06
1881,3099.51,9.50E-06
1882,3282.08,9.40E-06
1883,3483.72,9.40E-06
1884,3704.45,9.40E-06
1885,3944.27,9.40E-06
1886,4203.17,9.40E-06
1887,4481.15,9.30E-06
1888,4778.22,9.30E-06
1889,5094.37,9.30E-06
1890,5342.55,9.30E-06
1891,5664.87,9.30E-06
1892,6007.14,9.20E-06
1893,6369.35,9.20E-06
1894,7116.88,9.20E-06
1895,7597.3,9.20E-06
1896,8053.98,9.20E-06
1897,8486.94,9.10E-06
1898,8896.15,9.10E-06
1899,9281.64,9.10E-06
1900,9643.39,9.10E-06
1901,9893.33,9.00E-06
1902,10199.7,9.00E-06
1903,10489.5,9.00E-06
1904,10762.6,9.00E-06
1905,11019.1,9.00E-06
1906,11258.9,8.90E-06
1907,11482.1,8.90E-06
1908,11574.5,8.90E-06
1909,11766.7,8.90E-06
1910,11947.6,8.90E-06
1911,12117.2,8.80E-06
1912,12275.5,8.80E-06
1913,12422.5,8.80E-06
1914,12558.2,8.80E-06
1915,12682.7,8.80E-06
1916,12795.9,8.70E-06
1917,12897.8,8.70E-06
1918,12988.4,8.70E-06
1919,13067.7,8.70E-06
1920,13027.3,8.70E-06
1921,13112.7,8.60E-06
1922,13194.4,8.60E-06
1923,13305.8,8.60E-06
1924,13401.7,8.60E-06
1925,13486.8,8.60E-06
1926,13561.3,8.60E-06
1927,13625.2,8.50E-06
1928,13678.4,8.50E-06
1929,13720.9,8.50E-06
1930,13705.1,8.50E-06
1931,13713,8.50E-06
1932,13713.8,8.40E-06
1933,13707.4,8.40E-06
1934,13693.8,8.40E-06
1935,13673,8.40E-06
1936,13645.1,8.40E-06
1937,13610,8.30E-06
1938,13567.8,8.30E-06
1939,13518.3,8.30E-06
1940,13438.2,8.30E-06
1941,13384.8,8.30E-06
1942,13326.2,8.30E-06
1943,13262.4,8.20E-06
1944,13193.3,8.20E-06
1945,13083.8,8.20E-06
1946,12996.9,8.20E-06
1947,12907.7,8.20E-06
1948,12816.4,8.10E-06
1949,12722.9,8.10E-06
1950,12627.1,8.10E-06
1951,12529.3,8.10E-06
1952,12429.2,8.10E-06
1953,12305.4,8.10E-06
1954,12206,8.00E-06
1955,12105.6,8.00E-06
1956,12004.3,8.00E-06
1957,11902,8.00E-06
1958,11798.7,8.00E-06
1959,11694.4,7.90E-06
1960,11557.6,7.90E-06
1961,11448.5,7.90E-06
1962,11340.4,7.90E-06
1963,11233.2,7.90E-06
1964,11127,7.90E-06
1965,11021.7,7.80E-06
1966,10917.3,7.80E-06
1967,10813.9,7.80E-06
1968,10727.4,7.80E-06
1969,10626.2,7.80E-06
1970,10525.2,7.80E-06
1971,10424.2,7.70E-06
1972,10323.3,7.70E-06
1973,10222.5,7.70E-06
1974,10121.9,7.70E-06
1975,10021.3,7.70E-06
1976,9911.38,7.70E-06
1977,9811.65,7.60E-06
1978,9712.52,7.60E-06
1979,9613.99,7.60E-06
1980,9516.04,7.60E-06
1981,9418.7,7.60E-06
1982,9321.94,7.60E-06
1983,9225.78,7.50E-06
1984,9120.88,7.50E-06
1985,9025.75,7.50E-06
1986,8931.71,7.50E-06
1987,8838.74,7.50E-06
1988,8746.85,7.50E-06
1989,8656.04,7.40E-06
1990,8566.3,7.40E-06
1991,8477.65,7.40E-06
1992,8399.71,7.40E-06
1993,8312.58,7.40E-06
1994,8226.02,7.40E-06
1995,8140.04,7.30E-06
1996,8054.64,7.30E-06
1997,7969.82,7.30E-06
1998,7885.57,7.30E-06
1999,7801.91,7.30E-06
2000,7709.63,7.30E-06
2001,7628.54,7.20E-06
2002,7548.49,7.20E-06
2003,7469.51,7.20E-06
2004,7391.58,7.20E-06
2005,7314.7,7.20E-06
2006,7238.88,7.20E-06
2007,7164.12,7.20E-06
2008,7091.51,7.10E-06
2009,7017.23,7.10E-06
2010,6943.94,7.10E-06
2011,6871.66,7.10E-06
2012,6800.37,7.10E-06
2013,6730.08,7.10E-06
2014,6660.79,7.00E-06
2015,6592.5,7.00E-06
2016,6536.64,7.00E-06
2017,6471.22,7.00E-06
2018,6406.2,7.00E-06
2019,6341.59,7.00E-06
2020,6277.38,7.00E-06
2021,6213.57,6.90E-06
2022,6150.17,6.90E-06
2023,6087.17,6.90E-06
2024,6016.31,6.90E-06
2025,5953.98,6.90E-06
2026,5892.48,6.90E-06
2027,5831.82,6.90E-06
2028,5771.99,6.80E-06
2029,5712.99,6.80E-06
2030,5654.82,6.80E-06
2031,5597.49,6.80E-06
2032,5528.78,6.80E-06
2033,5473.85,6.80E-06
2034,5420.38,6.80E-06
2035,5368.35,6.70E-06
2036,5317.78,6.70E-06
2037,5268.66,6.70E-06
2038,5220.99,6.70E-06
2039,5174.78,6.70E-06
2040,5161.5,6.70E-06
2041,5116.67,6.70E-06
2042,5071.98,6.60E-06
2043,5027.43,6.60E-06
2044,4983.01,6.60E-06
2045,4938.73,6.60E-06
2046,4894.59,6.60E-06
2047,4850.58,6.60E-06
2048,4806.71,6.60E-06
2049,4762.98,6.50E-06
2050,4730.4,6.50E-06
2051,4689.07,6.50E-06
2052,4647.46,6.50E-06
2053,4605.55,6.50E-06
2054,4563.35,6.50E-06
2055,4520.86,6.50E-06
2056,4478.09,6.40E-06
2057,4411.65,6.40E-06
2058,4365.71,6.40E-06
2059,4320.73,6.40E-06
2060,4276.7,6.40E-06
2061,4233.63,6.40E-06
2062,4191.52,6.40E-06
2063,4150.37,6.40E-06
2064,4110.17,6.30E-06
2065,4070.93,6.30E-06
2066,4039.59,6.30E-06
2067,4002.67,6.30E-06
2068,3966.38,6.30E-06
2069,3930.72,6.30E-06
2070,3895.68,6.30E-06
2071,3861.28,6.20E-06
2072,3827.5,6.20E-06
2073,3794.35,6.20E-06
2074,3763.92,6.20E-06
2075,3731.56,6.20E-06
2076,3699.75,6.20E-06
2077,3668.47,6.20E-06
2078,3637.73,6.20E-06
2079,3607.53,6.10E-06
2080,3577.87,6.10E-06
2081,3548.75,6.10E-06
2082,3520.17,6.10E-06
2083,3502.61,6.10E-06
2084,3475.02,6.10E-06
2085,3447.53,6.10E-06
2086,3420.15,6.10E-06
2087,3392.86,6.00E-06
2088,3365.67,6.00E-06
2089,3338.58,6.00E-06
2090,3311.6,6.00E-06
2091,3284.71,6.00E-06
2092,3261.73,6.00E-06
2093,3228.62,6.00E-06
2094,3194.16,6.00E-06
2095,3158.35,5.90E-06
2096,3121.19,5.90E-06
2097,3082.68,5.90E-06
2098,3042.83,5.90E-06
2099,3001.62,5.90E-06
2100,2959.08,5.90E-06
2101,2944.94,5.90E-06
2102,2930.73,5.90E-06
2103,2916.44,5.80E-06
2104,2902.09,5.80E-06
2105,2887.66,5.80E-06
2106,2873.16,5.80E-06
2107,2858.59,5.80E-06
2108,2843.95,5.80E-06
2109,2829.24,5.80E-06
2110,2814.46,5.80E-06
2111,2799.61,5.80E-06
2112,2784.68,5.70E-06
2113,2769.68,5.70E-06
2114,2754.62,5.70E-06
2115,2739.48,5.70E-06
2116,2724.27,5.70E-06
2117,2708.99,5.70E-06
2118,2684.88,5.70E-06
2119,2672.31,5.70E-06
2120,2659.53,5.60E-06
2121,2646.53,5.60E-06
2122,2633.31,5.60E-06
2123,2619.87,5.60E-06
2124,2606.22,5.60E-06
2125,2592.34,5.60E-06
2126,2578.25,5.60E-06
2127,2553.18,5.60E-06
2128,2538.58,5.60E-06
2129,2524.18,5.50E-06
2130,2509.97,5.50E-06
2131,2495.96,5.50E-06
2132,2482.14,5.50E-06
2133,2468.52,5.50E-06
2134,2455.09,5.50E-06
2135,2441.86,5.50E-06
2136,2426.92,5.50E-06
2137,2414.24,5.50E-06
2138,2401.84,5.40E-06
2139,2389.71,5.40E-06
2140,2377.85,5.40E-06
2141,2366.26,5.40E-06
2142,2354.94,5.40E-06
2143,2343.9,5.40E-06
2144,2333.12,5.40E-06
2145,2323.32,5.40E-06
2146,2312.87,5.40E-06
2147,2302.67,5.30E-06
2148,2292.72,5.30E-06
2149,2283.01,5.30E-06
2150,2273.56,5.30E-06
2151,2264.35,5.30E-06
2152,2255.39,5.30E-06
2153,2246.68,5.30E-06
2154,2238.21,5.30E-06
2155,2233.93,5.30E-06
2156,2225.91,5.30E-06
2157,2217.99,5.20E-06
2158,2210.18,5.20E-06
2159,2202.46,5.20E-06
2160,2194.85,5.20E-06
2161,2187.34,5.20E-06
2162,2179.93,5.20E-06
2163,2172.62,5.20E-06
2164,2163,5.20E-06
2165,2156.07,5.20E-06
2166,2149.34,5.10E-06
2167,2142.81,5.10E-06
2168,2136.49,5.10E-06
2169,2130.36,5.10E-06
2170,2124.44,5.10E-06
2171,2118.71,5.10E-06
2172,2113.19,5.10E-06
2173,2109.46,5.10E-06
2174,2104.09,5.10E-06
2175,2098.86,5.10E-06
2176,2093.79,5.00E-06
2177,2088.85,5.00E-06
2178,2084.07,5.00E-06
2179,2079.43,5.00E-06
2180,2074.94,5.00E-06
2181,2070.59,5.00E-06
2182,2066.39,5.00E-06
2183,2063.34,5.00E-06
2184,2059.69,5.00E-06
2185,2056.15,5.00E-06
2186,2052.72,4.90E-06
2187,2049.41,4.90E-06
2188,2046.21,4.90E-06
2189,2043.12,4.90E-06
2190,2040.15,4.90E-06
2191,2037.29,4.90E-06
2192,2034.54,4.90E-06
2193,2030.77,4.90E-06
2194,2028.1,4.90E-06
2195,2025.58,4.90E-06
2196,2023.22,4.90E-06
2197,2021.01,4.80E-06
2198,2018.94,4.80E-06
2199,2017.04,4.80E-06
2200,2015.28,4.80E-06
2201,2013.68,4.80E-06
2202,2013,4.80E-06
2203,2011.83,4.80E-06
2204,2010.78,4.80E-06
2205,2009.86,4.80E-06
2206,2009.05,4.80E-06
2207,2008.37,4.70E-06
2208,2007.82,4.70E-06
2209,2007.38,4.70E-06
2210,2007.07,4.70E-06
